id;time;time7c;intimacy;conflict;confc;confcb;confcw;relqual;;confc;confcw;;confcb;
1;17;0,5;7,87;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;18;0,642857143;5,95;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;19;0,785714286;3,77;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;20;0,928571429;8,5;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;21;107.142.857.142.857;6,78;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;22;121.428.571.428.571;5,66;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;23;135.714.285.714.286;3,5;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;24;1,5;7,58;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;25;164.285.714.285.714;5,18;1;0,7786797;-0,114177443;0,892857143;1;0;0,778679654;0,892857143;0;-0,114177489;4,63203E-08
1;26;178.571.428.571.429;6,16;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
1;27;192.857.142.857.143;2,68;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;0;-192.857.142.857.143;7,64;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;1;-178.571.428.571.429;8,12;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;2;-164.285.714.285.714;5,59;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;3;-1,5;8,3;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;4;-135.714.285.714.286;3,69;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;5;-121.428.571.428.571;8,9;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;6;-107.142.857.142.857;6,12;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;7;-0,928571429;7,75;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;8;-0,785714286;4,27;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;9;-0,642857143;7,02;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;10;-0,5;6,08;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;11;-0,357142857;7,92;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;12;-0,214285714;4,66;1;0,7786797;-0,114177443;0,892857143;1;0;0,778679654;0,892857143;0;-0,114177489;4,63203E-08
2;13;-0,071428571;10;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;14;0,071428571;4,73;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;15;0,214285714;4,78;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;16;0,357142857;4,24;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;17;0,5;7,51;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;18;0,642857143;4;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;19;0,785714286;8,07;1;0,7786797;-0,114177443;0,892857143;1;0;0,778679654;0,892857143;0;-0,114177489;4,63203E-08
2;20;0,928571429;6,08;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;21;107.142.857.142.857;6,31;1;0,7786797;-0,114177443;0,892857143;1;0;0,778679654;0,892857143;0;-0,114177489;4,63203E-08
2;22;121.428.571.428.571;4,6;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;23;135.714.285.714.286;8,85;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;24;1,5;3,8;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;25;164.285.714.285.714;7,66;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;26;178.571.428.571.429;6,3;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
2;27;192.857.142.857.143;6,28;0;-0,2213203;-0,114177443;-0,107142857;1;0;-0,221320346;-0,107142857;1,38778E-16;-0,114177489;4,63203E-08
3;0;-192.857.142.857.143;9,06;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;1;-178.571.428.571.429;4,47;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;2;-164.285.714.285.714;3,25;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;3;-1,5;5,07;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;4;-135.714.285.714.286;7,28;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;5;-121.428.571.428.571;3,42;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;6;-107.142.857.142.857;3,39;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;7;-0,928571429;4,95;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;8;-0,785714286;2,61;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;9;-0,642857143;7,24;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;10;-0,5;4,97;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;11;-0,357142857;6,49;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;12;-0,214285714;0,83;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;13;-0,071428571;2,13;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;14;0,071428571;1,09;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;15;0,214285714;3,82;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;16;0,357142857;7,45;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;17;0,5;6,69;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;18;0,642857143;2,25;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;19;0,785714286;6,06;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;20;0,928571429;2,42;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;21;107.142.857.142.857;10;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;22;121.428.571.428.571;4,65;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;23;135.714.285.714.286;6,94;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;24;1,5;6,22;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;25;164.285.714.285.714;6,04;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
3;26;178.571.428.571.429;5,14;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
3;27;192.857.142.857.143;6,51;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
4;0;-192.857.142.857.143;0;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;1;-178.571.428.571.429;3,26;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;2;-164.285.714.285.714;10;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;3;-1,5;2,35;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;4;-135.714.285.714.286;3,52;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;5;-121.428.571.428.571;1,96;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;6;-107.142.857.142.857;0;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;7;-0,928571429;0,55;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;8;-0,785714286;2,74;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;9;-0,642857143;1,51;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;10;-0,5;2,06;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;11;-0,357142857;1,78;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;12;-0,214285714;2,03;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;13;-0,071428571;4,89;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;14;0,071428571;4,22;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;15;0,214285714;0;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;16;0,357142857;5,54;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;17;0,5;0;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;18;0,642857143;2,13;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;19;0,785714286;3,69;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;20;0,928571429;3,61;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;21;107.142.857.142.857;2,58;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;22;121.428.571.428.571;5,05;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;23;135.714.285.714.286;6,96;0;-0,2213203;0,2786797;-0,5;0;0;-0,221320346;-0,107142857;-0,392857143;-0,114177489;0,392857189
4;24;1,5;1,22;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;25;164.285.714.285.714;1,5;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;26;178.571.428.571.429;2;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
4;27;192.857.142.857.143;0;1;0,7786797;0,2786797;0,5;0;0;0,778679654;0,892857143;-0,392857143;-0,114177489;0,392857189
5;0;-192.857.142.857.143;9,16;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;1;-178.571.428.571.429;4,48;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;2;-164.285.714.285.714;2,89;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;3;-1,5;5,3;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;4;-135.714.285.714.286;8,28;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;5;-121.428.571.428.571;6,71;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;6;-107.142.857.142.857;7,37;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;7;-0,928571429;6,57;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;8;-0,785714286;7,5;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;9;-0,642857143;6,36;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;10;-0,5;8,14;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;11;-0,357142857;8,12;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;12;-0,214285714;8,59;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;13;-0,071428571;7,13;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;14;0,071428571;5,63;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;15;0,214285714;6,33;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;16;0,357142857;2,85;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;17;0,5;4,49;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;18;0,642857143;3,21;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;19;0,785714286;6,87;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;20;0,928571429;6,2;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;21;107.142.857.142.857;0,76;1;0,7786797;-0,149891729;0,928571429;1;0;0,778679654;0,892857143;0,035714286;-0,114177489;-0,035714239
5;22;121.428.571.428.571;3,4;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;23;135.714.285.714.286;4,6;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;24;1,5;6,07;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;25;164.285.714.285.714;7,89;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;26;178.571.428.571.429;3,78;0;-0,2213203;-0,149891729;-0,071428571;1;3,88578E-16;-0,221320346;-0,107142857;0,035714286;-0,114177489;-0,035714239
5;27;192.857.142.857.143;5,05;1;0,7786797;-0,149891729;0,928571429;1;0;0,778679654;0,892857143;0,035714286;-0,114177489;-0,035714239
6;0;-192.857.142.857.143;7,19;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;1;-178.571.428.571.429;6,57;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;2;-164.285.714.285.714;6,07;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;3;-1,5;2,28;1;0,7786797;-0,042748871;0,821428571;1;0;0,778679654;0,892857143;-0,071428571;-0,114177489;0,071428618
6;4;-135.714.285.714.286;6,09;1;0,7786797;-0,042748871;0,821428571;1;0;0,778679654;0,892857143;-0,071428571;-0,114177489;0,071428618
6;5;-121.428.571.428.571;5,59;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;6;-107.142.857.142.857;8,65;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;7;-0,928571429;5,78;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;8;-0,785714286;4,85;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;9;-0,642857143;7,53;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;10;-0,5;4,77;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;11;-0,357142857;4,68;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;12;-0,214285714;4,94;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;13;-0,071428571;4,86;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;14;0,071428571;3,18;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;15;0,214285714;6,66;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;16;0,357142857;0,42;1;0,7786797;-0,042748871;0,821428571;1;0;0,778679654;0,892857143;-0,071428571;-0,114177489;0,071428618
6;17;0,5;3,46;1;0,7786797;-0,042748871;0,821428571;1;0;0,778679654;0,892857143;-0,071428571;-0,114177489;0,071428618
6;18;0,642857143;3,99;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;19;0,785714286;4,12;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;20;0,928571429;6,56;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;21;107.142.857.142.857;2,58;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;22;121.428.571.428.571;6,87;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;23;135.714.285.714.286;5,34;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;24;1,5;4,43;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;25;164.285.714.285.714;5,87;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
6;26;178.571.428.571.429;0,01;1;0,7786797;-0,042748871;0,821428571;1;0;0,778679654;0,892857143;-0,071428571;-0,114177489;0,071428618
6;27;192.857.142.857.143;4;0;-0,2213203;-0,042748871;-0,178571429;1;3,88578E-16;-0,221320346;-0,107142857;-0,071428571;-0,114177489;0,071428618
7;0;-192.857.142.857.143;5,67;0;-0,2213203;0,207251129;-0,428571429;0;-9,99201E-16;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
7;1;-178.571.428.571.429;6,28;0;-0,2213203;0,207251129;-0,428571429;0;-9,99201E-16;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
7;2;-164.285.714.285.714;1,75;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
7;3;-1,5;2,62;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
7;4;-135.714.285.714.286;6,05;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
7;5;-121.428.571.428.571;7,02;0;-0,2213203;0,207251129;-0,428571429;0;-9,99201E-16;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
7;6;-107.142.857.142.857;3,16;0;-0,2213203;0,207251129;-0,428571429;0;-9,99201E-16;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
7;7;-0,928571429;5,32;0;-0,2213203;0,207251129;-0,428571429;0;-9,99201E-16;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
