id,time,time7c,intimacy,conflict,confc,confcb,confcw,relqual
2,9,-.642857142857143,7.02,0,-.2213203,-.114177442857143,-.107142857142857,1
2,10,-.5,6.08,0,-.2213203,-.114177442857143,-.107142857142857,1
2,11,-.357142857142857,7.92,0,-.2213203,-.114177442857143,-.107142857142857,1
2,12,-.214285714285714,4.66,1,.7786797,-.114177442857143,.892857142857143,1
2,13,-.0714285714285714,10,0,-.2213203,-.114177442857143,-.107142857142857,1
2,14,.0714285714285714,4.73,0,-.2213203,-.114177442857143,-.107142857142857,1
2,15,.214285714285714,4.78,0,-.2213203,-.114177442857143,-.107142857142857,1
2,16,.357142857142857,4.24,0,-.2213203,-.114177442857143,-.107142857142857,1
2,17,.5,7.51,0,-.2213203,-.114177442857143,-.107142857142857,1
2,18,.642857142857143,4,0,-.2213203,-.114177442857143,-.107142857142857,1
2,19,.785714285714286,8.07,1,.7786797,-.114177442857143,.892857142857143,1
2,20,.928571428571429,6.08,0,-.2213203,-.114177442857143,-.107142857142857,1
2,21,1.07142857142857,6.31,1,.7786797,-.114177442857143,.892857142857143,1
2,22,1.21428571428571,4.6,0,-.2213203,-.114177442857143,-.107142857142857,1
2,23,1.35714285714286,8.85,0,-.2213203,-.114177442857143,-.107142857142857,1
2,24,1.5,3.8,0,-.2213203,-.114177442857143,-.107142857142857,1
2,25,1.64285714285714,7.66,0,-.2213203,-.114177442857143,-.107142857142857,1
2,26,1.78571428571429,6.3,0,-.2213203,-.114177442857143,-.107142857142857,1
2,27,1.92857142857143,6.28,0,-.2213203,-.114177442857143,-.107142857142857,1
3,0,-1.92857142857143,9.06,1,.7786797,.0643939857142857,.714285714285714,1
3,1,-1.78571428571429,4.47,1,.7786797,.0643939857142857,.714285714285714,1
3,2,-1.64285714285714,3.25,0,-.2213203,.0643939857142857,-.285714285714286,1
3,3,-1.5,5.07,0,-.2213203,.0643939857142857,-.285714285714286,1
3,4,-1.35714285714286,7.28,0,-.2213203,.0643939857142857,-.285714285714286,1
3,5,-1.21428571428571,3.42,0,-.2213203,.0643939857142857,-.285714285714286,1
3,6,-1.07142857142857,3.39,0,-.2213203,.0643939857142857,-.285714285714286,1
3,7,-.928571428571429,4.95,1,.7786797,.0643939857142857,.714285714285714,1
3,8,-.785714285714286,2.61,0,-.2213203,.0643939857142857,-.285714285714286,1
3,9,-.642857142857143,7.24,1,.7786797,.0643939857142857,.714285714285714,1
3,10,-.5,4.97,0,-.2213203,.0643939857142857,-.285714285714286,1
3,11,-.357142857142857,6.49,0,-.2213203,.0643939857142857,-.285714285714286,1
3,12,-.214285714285714,.83,0,-.2213203,.0643939857142857,-.285714285714286,1
3,13,-.0714285714285714,2.13,0,-.2213203,.0643939857142857,-.285714285714286,1
3,14,.0714285714285714,1.09,0,-.2213203,.0643939857142857,-.285714285714286,1
3,15,.214285714285714,3.82,0,-.2213203,.0643939857142857,-.285714285714286,1
3,16,.357142857142857,7.45,0,-.2213203,.0643939857142857,-.285714285714286,1
3,17,.5,6.69,1,.7786797,.0643939857142857,.714285714285714,1
3,18,.642857142857143,2.25,0,-.2213203,.0643939857142857,-.285714285714286,1
3,19,.785714285714286,6.06,0,-.2213203,.0643939857142857,-.285714285714286,1
3,20,.928571428571429,2.42,0,-.2213203,.0643939857142857,-.285714285714286,1
3,21,1.07142857142857,10,1,.7786797,.0643939857142857,.714285714285714,1
3,22,1.21428571428571,4.65,0,-.2213203,.0643939857142857,-.285714285714286,1
3,23,1.35714285714286,6.94,1,.7786797,.0643939857142857,.714285714285714,1
3,24,1.5,6.22,0,-.2213203,.0643939857142857,-.285714285714286,1
3,25,1.64285714285714,6.04,1,.7786797,.0643939857142857,.714285714285714,1
3,26,1.78571428571429,5.14,0,-.2213203,.0643939857142857,-.285714285714286,1
3,27,1.92857142857143,6.51,0,-.2213203,.0643939857142857,-.285714285714286,1
4,0,-1.92857142857143,0,1,.7786797,.2786797,.5,0
4,1,-1.78571428571429,3.26,0,-.2213203,.2786797,-.5,0
4,2,-1.64285714285714,10,0,-.2213203,.2786797,-.5,0
4,3,-1.5,2.35,0,-.2213203,.2786797,-.5,0
4,4,-1.35714285714286,3.52,0,-.2213203,.2786797,-.5,0
4,5,-1.21428571428571,1.96,1,.7786797,.2786797,.5,0
4,6,-1.07142857142857,0,1,.7786797,.2786797,.5,0
4,7,-.928571428571429,.55,1,.7786797,.2786797,.5,0
4,8,-.785714285714286,2.74,1,.7786797,.2786797,.5,0
4,9,-.642857142857143,1.51,1,.7786797,.2786797,.5,0
4,10,-.5,2.06,0,-.2213203,.2786797,-.5,0
4,11,-.357142857142857,1.78,0,-.2213203,.2786797,-.5,0
4,12,-.214285714285714,2.03,1,.7786797,.2786797,.5,0
4,13,-.0714285714285714,4.89,0,-.2213203,.2786797,-.5,0
4,14,.0714285714285714,4.22,0,-.2213203,.2786797,-.5,0
4,15,.214285714285714,0,1,.7786797,.2786797,.5,0
4,16,.357142857142857,5.54,0,-.2213203,.2786797,-.5,0
4,17,.5,0,1,.7786797,.2786797,.5,0
4,18,.642857142857143,2.13,1,.7786797,.2786797,.5,0
4,19,.785714285714286,3.69,0,-.2213203,.2786797,-.5,0
4,20,.928571428571429,3.61,0,-.2213203,.2786797,-.5,0
4,21,1.07142857142857,2.58,0,-.2213203,.2786797,-.5,0
4,22,1.21428571428571,5.05,0,-.2213203,.2786797,-.5,0
4,23,1.35714285714286,6.96,0,-.2213203,.2786797,-.5,0
4,24,1.5,1.22,1,.7786797,.2786797,.5,0
4,25,1.64285714285714,1.5,1,.7786797,.2786797,.5,0
4,26,1.78571428571429,2,1,.7786797,.2786797,.5,0
4,27,1.92857142857143,0,1,.7786797,.2786797,.5,0
5,0,-1.92857142857143,9.16,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,1,-1.78571428571429,4.48,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,2,-1.64285714285714,2.89,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,3,-1.5,5.3,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,4,-1.35714285714286,8.28,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,5,-1.21428571428571,6.71,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,6,-1.07142857142857,7.37,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,7,-.928571428571429,6.57,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,8,-.785714285714286,7.5,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,9,-.642857142857143,6.36,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,10,-.5,8.14,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,11,-.357142857142857,8.12,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,12,-.214285714285714,8.59,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,13,-.0714285714285714,7.13,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,14,.0714285714285714,5.63,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,15,.214285714285714,6.33,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,16,.357142857142857,2.85,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,17,.5,4.49,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,18,.642857142857143,3.21,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,19,.785714285714286,6.87,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,20,.928571428571429,6.2,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,21,1.07142857142857,.76,1,.7786797,-.149891728571429,.928571428571429,1
5,22,1.21428571428571,3.4,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,23,1.35714285714286,4.6,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,24,1.5,6.07,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,25,1.64285714285714,7.89,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,26,1.78571428571429,3.78,0,-.2213203,-.149891728571429,-.0714285714285714,1
5,27,1.92857142857143,5.05,1,.7786797,-.149891728571429,.928571428571429,1
6,0,-1.92857142857143,7.19,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,1,-1.78571428571429,6.57,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,2,-1.64285714285714,6.07,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,3,-1.5,2.28,1,.7786797,-.0427488714285714,.821428571428571,1
6,4,-1.35714285714286,6.09,1,.7786797,-.0427488714285714,.821428571428571,1
6,5,-1.21428571428571,5.59,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,6,-1.07142857142857,8.65,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,7,-.928571428571429,5.78,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,8,-.785714285714286,4.85,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,9,-.642857142857143,7.53,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,10,-.5,4.77,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,11,-.357142857142857,4.68,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,12,-.214285714285714,4.94,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,13,-.0714285714285714,4.86,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,14,.0714285714285714,3.18,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,15,.214285714285714,6.66,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,16,.357142857142857,.42,1,.7786797,-.0427488714285714,.821428571428571,1
6,17,.5,3.46,1,.7786797,-.0427488714285714,.821428571428571,1
6,18,.642857142857143,3.99,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,19,.785714285714286,4.12,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,20,.928571428571429,6.56,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,21,1.07142857142857,2.58,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,22,1.21428571428571,6.87,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,23,1.35714285714286,5.34,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,24,1.5,4.43,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,25,1.64285714285714,5.87,0,-.2213203,-.0427488714285714,-.178571428571429,1
6,26,1.78571428571429,.01,1,.7786797,-.0427488714285714,.821428571428571,1
6,27,1.92857142857143,4,0,-.2213203,-.0427488714285714,-.178571428571429,1
7,0,-1.92857142857143,5.67,0,-.2213203,.207251128571429,-.428571428571428,0
7,1,-1.78571428571429,6.28,0,-.2213203,.207251128571429,-.428571428571428,0
7,2,-1.64285714285714,1.75,1,.7786797,.207251128571429,.571428571428571,0
7,3,-1.5,2.62,1,.7786797,.207251128571429,.571428571428571,0
7,4,-1.35714285714286,6.05,1,.7786797,.207251128571429,.571428571428571,0
7,5,-1.21428571428571,7.02,0,-.2213203,.207251128571429,-.428571428571428,0
7,6,-1.07142857142857,3.16,0,-.2213203,.207251128571429,-.428571428571428,0
7,7,-.928571428571429,5.32,0,-.2213203,.207251128571429,-.428571428571428,0
7,8,-.785714285714286,1.62,1,.7786797,.207251128571429,.571428571428571,0
7,9,-.642857142857143,5.59,0,-.2213203,.207251128571429,-.428571428571428,0
7,10,-.5,6.57,0,-.2213203,.207251128571429,-.428571428571428,0
7,11,-.357142857142857,5.53,1,.7786797,.207251128571429,.571428571428571,0
7,12,-.214285714285714,3.18,0,-.2213203,.207251128571429,-.428571428571428,0
7,13,-.0714285714285714,3.61,1,.7786797,.207251128571429,.571428571428571,0
7,14,.0714285714285714,6.31,0,-.2213203,.207251128571429,-.428571428571428,0
7,15,.214285714285714,1.27,1,.7786797,.207251128571429,.571428571428571,0
7,16,.357142857142857,8,0,-.2213203,.207251128571429,-.428571428571428,0
7,17,.5,4.65,0,-.2213203,.207251128571429,-.428571428571428,0
7,18,.642857142857143,7.45,0,-.2213203,.207251128571429,-.428571428571428,0
7,19,.785714285714286,2.7,0,-.2213203,.207251128571429,-.428571428571428,0
7,20,.928571428571429,1.9,1,.7786797,.207251128571429,.571428571428571,0
7,21,1.07142857142857,3.29,1,.7786797,.207251128571429,.571428571428571,0
7,22,1.21428571428571,3.75,1,.7786797,.207251128571429,.571428571428571,0
7,23,1.35714285714286,1.95,0,-.2213203,.207251128571429,-.428571428571428,0
7,24,1.5,4.79,0,-.2213203,.207251128571429,-.428571428571428,0
7,25,1.64285714285714,2.05,1,.7786797,.207251128571429,.571428571428571,0
7,26,1.78571428571429,1.31,1,.7786797,.207251128571429,.571428571428571,0
7,27,1.92857142857143,6.03,0,-.2213203,.207251128571429,-.428571428571428,0
8,0,-1.92857142857143,2.05,1,.7786797,-.00703458571428571,.785714285714286,0
8,1,-1.78571428571429,0,1,.7786797,-.00703458571428571,.785714285714286,0
8,2,-1.64285714285714,4.47,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,3,-1.5,2.2,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,4,-1.35714285714286,1.36,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,5,-1.21428571428571,0,1,.7786797,-.00703458571428571,.785714285714286,0
8,6,-1.07142857142857,4.18,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,7,-.928571428571429,1.09,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,8,-.785714285714286,2.63,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,9,-.642857142857143,8.52,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,10,-.5,1.28,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,11,-.357142857142857,6.74,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,12,-.214285714285714,4.54,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,13,-.0714285714285714,1.41,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,14,.0714285714285714,2.98,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,15,.214285714285714,4.08,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,16,.357142857142857,4.29,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,17,.5,4.47,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,18,.642857142857143,.26,1,.7786797,-.00703458571428571,.785714285714286,0
8,19,.785714285714286,3.27,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,20,.928571428571429,1.79,1,.7786797,-.00703458571428571,.785714285714286,0
8,21,1.07142857142857,4.4,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,22,1.21428571428571,3.43,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,23,1.35714285714286,5.78,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,24,1.5,2.44,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,25,1.64285714285714,.6,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,26,1.78571428571429,2.66,0,-.2213203,-.00703458571428571,-.214285714285714,0
8,27,1.92857142857143,0,1,.7786797,-.00703458571428571,.785714285714286,0
9,0,-1.92857142857143,1.12,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,1,-1.78571428571429,4.7,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,2,-1.64285714285714,4.82,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,3,-1.5,3.9,1,.7786797,-.00703458571428572,.785714285714286,0
9,4,-1.35714285714286,10,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,5,-1.21428571428571,5.14,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,6,-1.07142857142857,5.25,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,7,-.928571428571429,3.24,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,8,-.785714285714286,2.58,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,9,-.642857142857143,7.19,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,10,-.5,1.08,1,.7786797,-.00703458571428572,.785714285714286,0
9,11,-.357142857142857,4.38,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,12,-.214285714285714,5.67,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,13,-.0714285714285714,6.31,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,14,.0714285714285714,7.99,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,15,.214285714285714,4.41,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,16,.357142857142857,3.64,1,.7786797,-.00703458571428572,.785714285714286,0
9,17,.5,4.71,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,18,.642857142857143,4.86,1,.7786797,-.00703458571428572,.785714285714286,0
9,19,.785714285714286,4.22,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,20,.928571428571429,6.68,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,21,1.07142857142857,8.01,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,22,1.21428571428571,3.77,1,.7786797,-.00703458571428572,.785714285714286,0
9,23,1.35714285714286,3.93,1,.7786797,-.00703458571428572,.785714285714286,0
9,24,1.5,4.65,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,25,1.64285714285714,7.15,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,26,1.78571428571429,5.69,0,-.2213203,-.00703458571428572,-.214285714285714,0
9,27,1.92857142857143,3.02,0,-.2213203,-.00703458571428572,-.214285714285714,0
10,0,-1.92857142857143,4.65,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,1,-1.78571428571429,3.88,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,2,-1.64285714285714,4.11,1,.7786797,-.0784631571428571,.857142857142857,1
10,3,-1.5,4.76,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,4,-1.35714285714286,4.05,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,5,-1.21428571428571,5.7,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,6,-1.07142857142857,4.28,1,.7786797,-.0784631571428571,.857142857142857,1
10,7,-.928571428571429,5.42,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,8,-.785714285714286,4.72,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,9,-.642857142857143,7.77,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,10,-.5,6.99,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,11,-.357142857142857,5.87,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,12,-.214285714285714,6.01,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,13,-.0714285714285714,4.32,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,14,.0714285714285714,6.02,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,15,.214285714285714,5.04,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,16,.357142857142857,5.11,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,17,.5,.37,1,.7786797,-.0784631571428571,.857142857142857,1
10,18,.642857142857143,5.65,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,19,.785714285714286,2.79,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,20,.928571428571429,4.78,1,.7786797,-.0784631571428571,.857142857142857,1
10,21,1.07142857142857,8.35,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,22,1.21428571428571,2.85,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,23,1.35714285714286,8.86,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,24,1.5,1.26,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,25,1.64285714285714,3.87,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,26,1.78571428571429,6.35,0,-.2213203,-.0784631571428571,-.142857142857143,1
10,27,1.92857142857143,6.38,0,-.2213203,-.0784631571428571,-.142857142857143,1
11,0,-1.92857142857143,9.76,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,1,-1.78571428571429,4.62,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,2,-1.64285714285714,6.97,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,3,-1.5,4.13,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,4,-1.35714285714286,9.81,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,5,-1.21428571428571,4.19,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,6,-1.07142857142857,5.93,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,7,-.928571428571429,6.93,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,8,-.785714285714286,.58,1,.7786797,-.0427488714285714,.821428571428571,1
11,9,-.642857142857143,4.58,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,10,-.5,5.77,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,11,-.357142857142857,7.66,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,12,-.214285714285714,5.27,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,13,-.0714285714285714,6.37,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,14,.0714285714285714,1.99,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,15,.214285714285714,5.46,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,16,.357142857142857,5.98,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,17,.5,0,1,.7786797,-.0427488714285714,.821428571428571,1
11,18,.642857142857143,1.88,1,.7786797,-.0427488714285714,.821428571428571,1
11,19,.785714285714286,4.75,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,20,.928571428571429,9.02,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,21,1.07142857142857,8.87,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,22,1.21428571428571,1.85,1,.7786797,-.0427488714285714,.821428571428571,1
11,23,1.35714285714286,2.72,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,24,1.5,2.8,1,.7786797,-.0427488714285714,.821428571428571,1
11,25,1.64285714285714,4.58,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,26,1.78571428571429,6.46,0,-.2213203,-.0427488714285714,-.178571428571429,1
11,27,1.92857142857143,4.29,0,-.2213203,-.0427488714285714,-.178571428571429,1
12,0,-1.92857142857143,7.98,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,1,-1.78571428571429,6.36,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,2,-1.64285714285714,6.77,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,3,-1.5,3.44,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,4,-1.35714285714286,7.18,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,5,-1.21428571428571,4.01,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,6,-1.07142857142857,9.85,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,7,-.928571428571429,5.84,1,.7786797,-.0784631571428571,.857142857142857,1
12,8,-.785714285714286,6.45,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,9,-.642857142857143,6.9,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,10,-.5,5.87,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,11,-.357142857142857,5.69,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,12,-.214285714285714,6.74,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,13,-.0714285714285714,4.39,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,14,.0714285714285714,4.72,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,15,.214285714285714,5.59,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,16,.357142857142857,2.91,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,17,.5,6.68,1,.7786797,-.0784631571428571,.857142857142857,1
12,18,.642857142857143,3.67,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,19,.785714285714286,7.76,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,20,.928571428571429,7.97,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,21,1.07142857142857,7.81,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,22,1.21428571428571,7.19,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,23,1.35714285714286,1.86,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,24,1.5,3.71,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,25,1.64285714285714,8.4,1,.7786797,-.0784631571428571,.857142857142857,1
12,26,1.78571428571429,10,0,-.2213203,-.0784631571428571,-.142857142857143,1
12,27,1.92857142857143,7.63,1,.7786797,-.0784631571428571,.857142857142857,1
13,0,-1.92857142857143,4.78,0,-.2213203,.0286797,-.25,1
13,1,-1.78571428571429,6.78,1,.7786797,.0286797,.75,1
13,2,-1.64285714285714,8.79,0,-.2213203,.0286797,-.25,1
13,3,-1.5,5,0,-.2213203,.0286797,-.25,1
13,4,-1.35714285714286,10,1,.7786797,.0286797,.75,1
13,5,-1.21428571428571,7.42,1,.7786797,.0286797,.75,1
